127.0.0.1 - - [23/Jan/2018:19:43:20 +0900] "GET / HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:21 +0900] "GET /DBProject2017/UI/mainUI.jsp HTTP/1.1" 200 5023
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:21 +0900] "GET /DBProject2017/UI/cssfile/jquery.mobile.icons.min.css HTTP/1.1" 200 127053
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:21 +0900] "GET /DBProject2017/UI/cssfile/font.css HTTP/1.1" 200 153
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:21 +0900] "GET /DBProject2017/UI/cssfile/main.min.css HTTP/1.1" 200 11146
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:21 +0900] "GET /DBProject2017/stt/stt.js HTTP/1.1" 200 2180
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/mountain.html HTTP/1.1" 200 1762
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/cssfile/images/ajax-loader.gif HTTP/1.1" 200 6242
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/files/ex7.PNG HTTP/1.1" 200 174813
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/slider.html HTTP/1.1" 200 6677
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/slider.html HTTP/1.1" 200 6677
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/files/ex1.jpg HTTP/1.1" 200 70310
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/files/ex2.jpg HTTP/1.1" 200 100082
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/files/ex4.jpg HTTP/1.1" 200 81443
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/files/ex3.jpg HTTP/1.1" 200 101941
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/script/iscroll.js HTTP/1.1" 200 34303
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/files/ex5.jpg HTTP/1.1" 200 88444
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/files/ex6.jpg HTTP/1.1" 200 115929
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /DBProject2017/UI/cssfile/slider.css HTTP/1.1" 200 1178
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:22 +0900] "GET /favicon.ico HTTP/1.1" 404 1080
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:37 +0900] "GET /DBProject2017/UI/second/third/cssfile/jquery.mobile.icons.min.css HTTP/1.1" 200 127053
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:37 +0900] "GET /DBProject2017/UI/second/third/files/dislike.png HTTP/1.1" 200 2498
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:37 +0900] "GET /DBProject2017/UI/second/third/cssfile/main.min.css HTTP/1.1" 200 11146
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:37 +0900] "GET /DBProject2017/UI/second/third/files/like.png HTTP/1.1" 200 2403
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:37 +0900] "GET /DBProject2017/UI/second/third/cssfile/font.css HTTP/1.1" 200 153
0:0:0:0:0:0:0:1 - - [23/Jan/2018:19:43:37 +0900] "GET /DBProject2017/UI/second/third/mountain.jsp?code=482202301 HTTP/1.1" 200 929163
